pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,opponent_team
SI,2025-06-22,97.9,-1.63,5.91,"Alcantara, Sandy",663586,645261,,swinging_strike,,,,,13,Austin Riley flies out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,S,,,2,1,2025,-1.47,0.4,-0.84,1.21,,,,2,5,Top,,,,,,,5.473523679121842,-142.3180891802202,-8.004336279783786,-21.16686880951725,34.41809990698512,-25.0601806646766,3.5,1.63,,,,96.8,2382,5.8,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.65,,,,,,,,39,4,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,232,0.0,-0.084,77.2,7.5,,0.084,,0,0,0.551,0.449,29,28,30,28,3,2,6,1,6,1,2.0,1.47,1.47,30.5,5.279236674565243,-1.923223674400536,36.51190228281894,27.99596526464137,29.727224961476423,ATL
SL,2025-06-22,89.9,-1.68,5.93,"Alcantara, Sandy",663586,645261,,called_strike,,,,,5,Austin Riley flies out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,S,,,2,0,2025,0.11,0.44,-0.15,2.29,,,,2,5,Top,,,,,,,3.4935981891341648,-130.93202701104343,-3.95428373836451,0.5225420426133397,26.62360299441028,-26.50043261593029,3.44,1.43,,,,88.4,2377,5.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,55.28,,,,,,,,39,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,225,0.0,-0.061,,,,0.061,,0,0,0.551,0.449,29,28,30,28,3,2,6,1,6,1,2.37,-0.11,-0.11,36.3,,,,,,ATL
SL,2025-06-22,91.9,-1.59,5.94,"Alcantara, Sandy",663586,645261,,ball,,,,,14,Austin Riley flies out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,B,,,1,0,2025,-0.2,0.71,0.45,1.32,,,,2,5,Top,,,,,,,5.620583022256659,-133.64256657638666,-7.382022531736637,-3.688630876591722,29.69014177536573,-22.19200643771002,3.53,1.59,,,,91.6,2264,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.3,,,,,,,,39,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,232,0.0,0.068,,,,-0.068,,0,0,0.551,0.449,29,28,30,28,3,2,6,1,6,1,2.0,0.2,0.2,30.4,,,,,,ATL
CH,2025-06-22,91.4,-1.74,5.87,"Alcantara, Sandy",663586,645261,,ball,,,,,13,Austin Riley flies out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,B,,,0,0,2025,-1.42,0.19,-1.66,2.01,,,,2,5,Top,,,,,,,3.277756189984076,-133.08397886164838,-4.249184887717407,-17.551384013461455,30.4734014037865,-29.146779279556604,3.5,1.56,,,,91.2,2126,6.3,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.19,,,,,,,,39,1,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,243,0.0,0.04,,,,-0.04,,0,0,0.551,0.449,29,28,30,28,3,2,6,1,6,1,2.55,1.42,1.42,31.1,,,,,,ATL
FF,2025-06-22,98.3,-1.57,5.98,"Alcantara, Sandy",621566,645261,strikeout,swinging_strike,,,,,11,Matt Olson strikes out swinging.,R,L,R,MIA,ATL,S,2.0,,2,2,2025,-1.2,1.02,-0.96,3.09,,,,1,5,Top,,,,,,,4.406244192104687,-142.96631114147283,-4.688382374760147,-17.390921211983226,35.86059397798867,-17.313626339721665,3.54,1.68,,,,97.7,2271,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.35,,0.0,0.0,1.0,0.0,0.0,,38,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,241,0.021,-0.225,73.6,7.2,,0.225,,0,0,0.53,0.47,29,31,30,31,3,2,6,1,6,1,1.36,1.2,-1.2,30.0,5.150930195953938,14.897480132788669,23.699493108008287,48.57761645371113,23.21877527200311,ATL
SI,2025-06-22,97.8,-1.57,5.89,"Alcantara, Sandy",621566,645261,,foul_tip,,,,,4,Matt Olson strikes out swinging.,R,L,R,MIA,ATL,S,,,2,1,2025,-1.56,0.75,-0.81,2.35,,,,1,5,Top,,,,,,,5.663776138202597,-142.22815515170572,-5.750291894594451,-22.44730471898713,35.38777115664534,-20.77737886625395,3.54,1.68,,,,97.6,2435,6.4,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.11,,,,,,,,38,4,Sinker,2,2,2,2,2,2,2,2,Infield shade,Standard,236,0.0,-0.078,74.0,7.5,,0.078,,0,0,0.53,0.47,29,31,30,31,3,2,6,1,6,1,1.65,1.56,-1.56,29.5,1.6030801301164963,16.83678874736246,31.22889652698056,47.101899765893855,19.682705039587283,ATL
FF,2025-06-22,96.7,-1.57,5.99,"Alcantara, Sandy",621566,645261,,ball,,,,,11,Matt Olson strikes out swinging.,R,L,R,MIA,ATL,B,,,1,1,2025,-1.11,1.33,-0.16,4.49,,,,1,5,Top,,,,,,,6.26776601205636,-140.66065184058692,-1.415201274193968,-16.173693102672928,35.63342497446298,-14.498802745833665,3.62,1.58,,,,96.1,2328,6.3,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.24,,,,,,,,38,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,234,0.0,0.059,,,,-0.059,,0,0,0.53,0.47,29,31,30,31,3,2,6,1,6,1,1.13,1.11,-1.11,31.3,,,,,,ATL
SL,2025-06-22,90.9,-1.55,5.83,"Alcantara, Sandy",621566,645261,,foul,,,,,8,Matt Olson strikes out swinging.,R,L,R,MIA,ATL,S,,,1,0,2025,-0.09,0.6,0.1,2.0,,,,1,5,Top,,,,,,,4.316603002630442,-132.24072595870732,-4.90683293713664,-2.075738582743613,31.43271802710717,-24.23660200255253,3.54,1.68,182.0,85.2,67.0,90.3,2166,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.3,,,,,,,,38,2,Slider,2,2,2,2,2,2,2,2,Infield shade,Standard,222,0.0,-0.051,77.7,8.0,,0.051,88.0,0,0,0.53,0.47,29,31,30,31,3,2,6,1,6,1,2.18,0.09,-0.09,29.9,12.124238396546469,-4.062931177354558,35.22892616147141,36.43983580943012,33.203270947246324,ATL
CH,2025-06-22,88.7,-1.54,5.98,"Alcantara, Sandy",621566,645261,,ball,,,,,13,Matt Olson strikes out swinging.,R,L,R,MIA,ATL,B,,,0,0,2025,-1.52,0.07,-0.15,1.13,,,,1,5,Top,,,,,,,6.54075980280482,-128.912388300065,-5.850647932062058,-18.35805883094474,29.58938132322109,-30.23869745272914,3.51,1.66,,,,87.7,2082,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.52,,,,,,,,38,1,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,240,0.0,0.039,,,,-0.039,,0,0,0.53,0.47,29,31,30,31,3,2,6,1,6,1,2.86,1.52,-1.52,30.4,,,,,,ATL
CU,2025-06-22,84.8,-1.78,5.91,"Alcantara, Sandy",660670,645261,field_out,hit_into_play,,,,,14,"Ronald Acuña Jr. grounds out, third baseman Javier Sanoja to first baseman Eric Wagaman.",R,R,R,MIA,ATL,X,5.0,ground_ball,1,0,2025,0.38,-0.06,0.17,1.26,,,,0,5,Top,108.31,179.48,,,,,3.799814530033298,-123.3751157042854,-4.356751276095591,3.0546310406824078,25.69465912511709,-32.14435216158315,3.57,1.6,2.0,69.4,-32.0,84.7,2462,6.3,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.19,0.06,0.064,0.0,1.0,0.0,0.0,2.0,37,2,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,76,0.03,-0.292,77.5,8.0,0.062,0.292,88.0,0,0,0.5,0.5,29,27,30,28,3,2,6,1,6,1,3.25,-0.38,-0.38,30.6,10.191921844011851,10.745884741917989,44.48583227683752,36.68049600208085,32.946859969237266,ATL
CU,2025-06-22,84.6,-1.58,5.9,"Alcantara, Sandy",660670,645261,,ball,,,,,14,"Ronald Acuña Jr. grounds out, third baseman Javier Sanoja to first baseman Eric Wagaman.",R,R,R,MIA,ATL,B,,,0,0,2025,0.26,-0.1,0.68,1.15,,,,0,5,Top,,,,,,,4.735238470782273,-123.1439017433648,-4.530146899537636,1.744872888827051,24.69683283205287,-32.48349891087677,3.54,1.47,,,,84.5,2398,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.3,,,,,,,,37,1,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,63,0.0,0.038,,,,-0.038,,0,0,0.5,0.5,29,27,30,28,3,2,6,1,6,1,3.28,-0.26,-0.26,30.3,,,,,,ATL
CU,2025-06-22,86.1,-1.59,5.95,"Alcantara, Sandy",669397,645261,field_out,hit_into_play,,,,,11,Nick Allen lines out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,X,7.0,line_drive,2,1,2025,0.41,0.0,-0.85,2.77,,,,2,4,Top,83.54,98.22,,,,,0.9233861807443928,-125.56649003947383,-1.3873829654525565,4.195448448916983,23.71039956130236,-32.15586248068807,3.09,1.43,272.0,75.4,27.0,87.3,2549,6.8,777402,663743,676572,669364,691594,672640,669065,667472,660821,53.75,0.631,0.585,0.0,1.0,0.0,0.0,4.0,32,4,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,96,0.013,-0.303,62.9,5.7,0.705,0.303,88.0,0,0,0.546,0.454,29,26,30,27,2,1,6,1,6,1,3.05,-0.41,-0.41,31.9,14.51890639029102,2.2255693080925245,21.14289684731937,26.47623609429836,33.783612127100454,ATL
SI,2025-06-22,96.8,-1.68,5.93,"Alcantara, Sandy",669397,645261,,ball,,,,,13,Nick Allen lines out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,B,,,1,1,2025,-1.51,0.64,-1.56,1.8,,,,2,4,Top,,,,,,,3.744851274134155,-140.79974940620303,-6.918912430916515,-20.96074910354746,31.77804405615396,-22.234737982417386,3.0,1.35,,,,96.4,2328,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.46,,,,,,,,32,3,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,235,0.0,0.058,,,,-0.058,,0,0,0.546,0.454,29,26,30,27,2,1,6,1,6,1,1.79,1.51,1.51,34.2,,,,,,ATL
SL,2025-06-22,91.7,-1.55,5.92,"Alcantara, Sandy",669397,645261,,ball,,,,,14,Nick Allen lines out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,B,,,0,1,2025,-0.27,0.67,1.19,1.26,,,,2,4,Top,,,,,,,7.455282300421833,-133.21018213708464,-7.328347265071075,-4.736124500481905,27.180818383972667,-22.78615237564505,3.06,1.41,,,,91.2,2297,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.52,,,,,,,,32,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,226,0.0,0.029,,,,-0.029,,0,0,0.546,0.454,29,26,30,27,2,1,6,1,6,1,2.04,0.27,0.27,30.7,,,,,,ATL
FF,2025-06-22,96.9,-1.72,5.9,"Alcantara, Sandy",669397,645261,,foul,,,,,11,Nick Allen lines out to left fielder Kyle Stowers.,R,R,R,MIA,ATL,S,,,0,0,2025,-1.45,0.89,-1.03,2.81,,,,2,4,Top,,,,,,,5.186983134988237,-140.90277553661832,-4.6758608897181375,-20.488537273804297,36.20855737544797,-19.42989723830913,3.09,1.43,101.0,51.3,20.0,96.4,2365,6.3,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.17,,,,,,,,32,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,234,0.0,-0.041,39.1,4.4,,0.041,88.0,0,0,0.546,0.454,29,26,30,27,2,1,6,1,6,1,1.57,1.45,1.45,29.1,-12.178550034918285,28.58065435564943,37.69867334126385,23.66829966729507,19.06912548866828,ATL
SI,2025-06-22,96.9,-1.49,6.0,"Alcantara, Sandy",671739,645261,field_out,hit_into_play,,,,,13,"Michael Harris II grounds out, shortstop Otto Lopez to first baseman Eric Wagaman.",R,L,R,MIA,ATL,X,6.0,ground_ball,0,0,2025,-1.57,0.83,-0.9,2.15,,,,1,4,Top,122.23,150.43,,,,,5.136340289970165,-140.92961281080153,-6.583649351240444,-22.051132762798822,34.16420245471685,-19.790441567292163,3.5,1.64,6.0,76.5,-19.0,96.2,2398,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.41,0.051,0.056,0.0,1.0,0.0,0.0,2.0,31,1,Sinker,2,2,2,2,2,2,2,2,Infield shade,Standard,231,0.019,-0.256,74.6,7.7,0.053,0.256,88.0,0,0,0.527,0.473,29,24,30,24,2,1,6,1,6,1,1.61,1.57,-1.57,31.3,4.5775107295314506,19.825901247337093,30.782366086198145,48.498270258099,20.02570222996736,ATL
SL,2025-06-22,88.3,-1.46,5.94,"Alcantara, Sandy",657077,645261,field_out,hit_into_play,,,,,8,Alex Verdugo flies out to center fielder Dane Myers.,R,L,R,MIA,ATL,X,8.0,fly_ball,1,2,2025,0.17,0.12,-0.07,1.79,,,,0,4,Top,135.62,100.47,,,,,3.0063594528152198,-128.5399719654827,-4.276235130024865,1.2432148046068665,26.10253566375652,-30.12989114072524,3.47,1.57,248.0,80.5,43.0,87.8,2582,5.9,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.61,0.02,0.02,0.0,1.0,0.0,0.0,3.0,30,5,Slider,2,2,2,2,2,2,2,2,Infield shade,Standard,96,0.027,-0.186,66.7,7.0,0.028,0.186,88.0,0,0,0.5,0.5,29,29,30,29,2,1,6,1,6,2,2.79,-0.17,0.17,31.0,10.52953316272965,-15.006418216272955,34.2575427396394,34.38583542833106,44.82196834702659,ATL
CU,2025-06-22,86.8,-1.44,6.03,"Alcantara, Sandy",657077,645261,,foul,,,,,1,Alex Verdugo flies out to center fielder Dane Myers.,R,L,R,MIA,ATL,S,,,1,2,2025,0.4,0.05,-0.5,3.15,,,,0,4,Top,,,,,,,1.4285220577121538,-126.49477478364628,-0.8873288798045829,4.05267156038152,23.166669926040367,-31.654173701534592,3.47,1.57,164.0,68.3,32.0,86.7,2565,5.9,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.59,,,,,,,,30,4,Curveball,2,2,2,2,2,2,2,2,Infield shade,Standard,98,0.0,0.0,66.2,5.5,,0.0,88.0,0,0,0.5,0.5,29,29,30,29,2,1,6,1,6,2,2.94,-0.4,0.4,36.6,-0.844094827132989,16.952487864107024,24.97518299022088,38.169384757869885,28.85525419880306,ATL
FF,2025-06-22,97.5,-1.54,6.04,"Alcantara, Sandy",657077,645261,,ball,,,,,11,Alex Verdugo flies out to center fielder Dane Myers.,R,L,R,MIA,ATL,B,,,0,2,2025,-1.19,1.19,-1.74,3.3,,,,0,4,Top,,,,,,,2.204038192455506,-141.907395691172,-4.577825961889298,-16.517518931356243,35.10350000571925,-15.27547691354618,3.48,1.46,,,,97.3,2378,6.4,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.13,,,,,,,,30,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,229,0.0,0.023,,,,-0.023,,0,0,0.5,0.5,29,29,30,29,2,1,6,1,6,2,1.22,1.19,-1.19,31.6,,,,,,ATL
CH,2025-06-22,88.9,-1.52,5.87,"Alcantara, Sandy",657077,645261,,foul,,,,,13,Alex Verdugo flies out to center fielder Dane Myers.,R,L,R,MIA,ATL,S,,,0,1,2025,-1.47,0.34,-0.16,1.04,,,,0,4,Top,,,,,,,6.430312192704019,-129.15025259761984,-6.490132205441723,-17.77923819912935,28.07116140857375,-27.203764843048997,3.47,1.57,,,,89.0,1941,6.5,777402,663743,676572,669364,691594,672640,669065,667472,660821,53.97,,,,,,,,30,2,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,241,0.0,-0.054,68.8,7.1,,0.054,,0,0,0.5,0.5,29,29,30,29,2,1,6,1,6,2,2.57,1.47,-1.47,30.8,2.286576733218645,-12.212958894587684,38.71877830564505,35.06821055019364,41.95835089030051,ATL
SL,2025-06-22,86.6,-1.75,5.95,"Alcantara, Sandy",657077,645261,,called_strike,,,,,7,Alex Verdugo flies out to center fielder Dane Myers.,R,L,R,MIA,ATL,S,,,0,0,2025,0.23,0.35,-0.44,1.9,,,,0,4,Top,,,,,,,2.6133378320683414,-126.1645520171181,-4.15317950181804,1.9447436317568596,25.531480098504083,-27.76385713999145,3.53,1.44,,,,85.3,2163,5.4,777402,663743,676572,669364,691594,672640,669065,667472,660821,55.14,,,,,,,,30,1,Slider,2,2,2,2,2,2,2,2,Infield shade,Standard,200,0.0,-0.037,,,,0.037,,0,0,0.5,0.5,29,29,30,29,2,1,6,1,6,2,2.68,-0.23,0.23,34.4,,,,,,ATL
CH,2025-06-22,91.1,-1.56,5.9,"Alcantara, Sandy",645277,645261,field_out,hit_into_play,,,,,8,Ozzie Albies flies out to left fielder Kyle Stowers.,R,L,R,MIA,ATL,X,7.0,fly_ball,0,0,2025,-1.55,0.37,-0.09,1.54,621566.0,,686948.0,2,3,Top,107.04,108.68,,,,,7.087563070499381,-132.36360356888426,-5.85170835622295,-19.70311095954253,29.577108960492733,-26.729905958694825,3.23,1.55,232.0,93.4,56.0,91.7,2014,6.8,777402,663743,676572,669364,691594,672640,669065,667472,660821,53.66,0.009,0.01,0.0,1.0,0.0,0.0,3.0,23,1,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,242,0.047,-0.299,70.9,7.9,0.016,0.299,93.4,-1,1,0.383,0.617,29,28,30,28,2,1,6,1,6,1,2.4,1.55,-1.55,33.1,19.48222436205656,-7.822962622403272,40.18927720353189,33.73779256596927,41.43068874646863,ATL
SI,2025-06-22,97.8,-1.67,5.82,"Alcantara, Sandy",686948,645261,single,hit_into_play,,,,,5,Drake Baldwin singles on a ground ball to center fielder Dane Myers. Ronald Acuña Jr. scores. Matt Olson to 3rd.,R,L,R,MIA,ATL,X,8.0,ground_ball,2,0,2025,-1.66,0.39,-0.24,2.34,,660670.0,621566.0,2,3,Top,133.73,98.39,,,,,7.668219459215976,-142.0912697064819,-4.72101405443327,-24.249390740848384,35.02029713072697,-25.99336512701957,3.39,1.59,20.0,107.9,-6.0,97.3,2425,6.3,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.24,0.38,0.316,0.9,1.0,1.0,0.0,2.0,22,3,Sinker,1,1,1,1,2,1,2,1,Standard,Standard,233,-0.123,0.494,78.2,6.6,0.39,-0.494,107.9,0,0,0.506,0.494,29,24,30,24,2,1,6,1,6,2,2.02,1.66,-1.66,28.6,9.837748397344397,13.684490388012186,30.061800643899023,38.19043281438426,27.408857780375374,ATL
CH,2025-06-22,90.8,-1.7,5.81,"Alcantara, Sandy",686948,645261,,blocked_ball,,,,,13,Drake Baldwin singles on a ground ball to center fielder Dane Myers. Ronald Acuña Jr. scores. Matt Olson to 3rd.,R,L,R,MIA,ATL,B,,,1,0,2025,-1.39,0.07,-0.2,0.58,,660670.0,621566.0,2,3,Top,,,,,,,6.750004894612361,-131.932994287027,-7.301894910478444,-17.690297611384793,29.234841063358427,-29.90515751540018,3.53,1.59,,,,91.0,1995,6.6,777402,663743,676572,669364,691594,672640,669065,667472,660821,53.89,,,,,,,,22,2,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,243,0.0,0.044,,,,-0.044,,0,0,0.506,0.494,29,24,30,24,2,1,6,1,6,2,2.71,1.39,-1.39,31.0,,,,,,ATL
CU,2025-06-22,85.0,-1.72,5.88,"Alcantara, Sandy",686948,645261,,ball,,,,,13,Drake Baldwin singles on a ground ball to center fielder Dane Myers. Ronald Acuña Jr. scores. Matt Olson to 3rd.,R,L,R,MIA,ATL,B,,,0,0,2025,0.16,-0.38,-1.23,1.56,,660670.0,621566.0,2,3,Top,,,,,,,0.8134048604509265,-123.8425439651698,-3.06051755821312,1.526776968547317,24.11611355295708,-35.730118803574314,3.43,1.46,,,,83.9,2528,5.4,777402,663743,676572,669364,691594,672640,669065,667472,660821,55.05,,,,,,,,22,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,69,0.0,0.026,,,,-0.026,,0,0,0.506,0.494,29,24,30,24,2,1,6,1,6,2,3.52,-0.16,0.16,32.4,,,,,,ATL
FF,2025-06-22,98.6,-1.53,5.93,"Alcantara, Sandy",542303,645261,strikeout,called_strike,,,,,3,Marcell Ozuna called out on strikes.,R,R,R,MIA,ATL,S,2.0,,2,2,2025,-1.15,1.12,0.39,3.17,,660670.0,621566.0,1,3,Top,,,,,,,7.856347995184787,-143.2212967856471,-4.564189707901167,-17.64050232406444,36.19532448331772,-15.949108794981042,3.64,1.67,,,,97.7,2376,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.38,,0.0,0.0,1.0,0.0,0.0,,21,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,234,0.049,-0.212,,,,0.212,,0,0,0.457,0.543,29,34,30,35,2,1,6,1,6,1,1.25,1.15,1.15,30.1,,,,,,ATL
SI,2025-06-22,97.3,-1.8,5.86,"Alcantara, Sandy",542303,645261,,foul,,,,,7,Marcell Ozuna called out on strikes.,R,R,R,MIA,ATL,S,,,2,1,2025,-1.55,0.64,-0.41,1.75,,660670.0,621566.0,1,3,Top,,,,,,,7.200729456444697,-141.40767065005576,-6.880523958371095,-22.422273640462937,34.260151576409555,-22.082706678303325,3.55,1.75,2.0,68.2,-36.0,96.0,2428,5.7,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.76,,,,,,,,21,4,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,236,0.0,-0.047,73.0,7.1,,0.047,88.0,0,0,0.457,0.543,29,34,30,35,2,1,6,1,6,1,1.78,1.55,1.55,29.0,11.931528322943102,5.807229807971449,42.601984682857896,28.51734180969079,26.562895410697,ATL
SL,2025-06-22,88.3,-1.59,5.89,"Alcantara, Sandy",542303,645261,,ball,,,,,14,Marcell Ozuna called out on strikes.,R,R,R,MIA,ATL,B,,,1,1,2025,0.11,0.45,1.13,1.81,,660670.0,621566.0,1,3,Top,,,,,,,6.377692021051218,-128.48558241646003,-4.789962664696241,-0.084315294341983,25.709367391403973,-26.407446573773843,3.64,1.73,,,,88.2,2397,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.32,,,,,,,,21,3,Slider,1,1,1,1,1,1,1,1,Standard,Standard,210,0.0,0.042,,,,-0.042,,0,0,0.457,0.543,29,34,30,35,2,1,6,1,6,1,2.47,-0.11,-0.11,30.9,,,,,,ATL
CH,2025-06-22,90.8,-1.69,5.83,"Alcantara, Sandy",542303,645261,,ball,,,,,13,Marcell Ozuna called out on strikes.,R,R,R,MIA,ATL,B,,,0,1,2025,-1.57,0.77,-1.82,1.59,,660670.0,621566.0,1,3,Top,,,,,,,3.0243697737985125,-132.1122188081446,-6.278319262924764,-18.92140088317137,30.49216503433935,-22.03032766656507,3.51,1.61,,,,90.3,2068,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.33,,,,,,,,21,2,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,239,0.0,0.015,,,,-0.015,,0,0,0.457,0.543,29,34,30,35,2,1,6,1,6,1,2.02,1.57,1.57,32.1,,,,,,ATL
SL,2025-06-22,88.0,-1.69,5.89,"Alcantara, Sandy",542303,645261,,called_strike,,,,,9,Marcell Ozuna called out on strikes.,R,R,R,MIA,ATL,S,,,0,0,2025,0.2,0.26,0.68,1.96,,660670.0,621566.0,1,3,Top,,,,,,,5.315146531519511,-128.07799595221485,-3.951378177258083,1.073513086650631,27.902536239161087,-28.64351381688026,3.64,1.8,,,,87.6,2540,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.36,,,,,,,,21,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,132,0.0,-0.039,,,,0.039,,0,0,0.457,0.543,29,34,30,35,2,1,6,1,6,1,2.69,-0.2,-0.2,31.1,,,,,,ATL
SL,2025-06-22,88.5,-1.7,5.88,"Alcantara, Sandy",663586,645261,strikeout,swinging_strike,,,,,14,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,2.0,,2,2,2025,0.3,0.35,0.71,1.25,,660670.0,621566.0,0,3,Top,,,,,,,5.233663014839268,-128.72026577629285,-5.901965852865729,2.182017179688884,27.279183413038197,-27.29261218672451,3.5,1.63,,,,88.0,2414,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.47,,0.0,0.0,1.0,0.0,0.0,,20,7,Slider,1,1,1,1,1,1,1,1,Standard,Standard,206,0.056,-0.223,73.7,8.5,,0.223,,0,0,0.401,0.599,29,28,30,28,2,1,6,1,6,1,2.57,-0.3,-0.3,30.7,21.07138503225177,-20.058206397033896,31.151431629649917,44.41427316778704,43.73446765481981,ATL
CU,2025-06-22,86.6,-1.54,5.94,"Alcantara, Sandy",663586,645261,,foul,,,,,4,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,,,2,2,2025,0.08,0.03,-0.45,2.54,,660670.0,621566.0,0,3,Top,,,,,,,2.4250339453676397,-126.14880545743256,-1.9682396697835736,0.3436296529578501,25.87170934438748,-31.703656530257707,3.5,1.63,158.0,68.4,27.0,86.2,2452,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.53,,,,,,,,20,6,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,101,0.0,0.0,76.2,7.4,,0.0,88.0,0,0,0.401,0.599,29,28,30,28,2,1,6,1,6,1,3.01,-0.08,-0.08,31.1,13.123655846475293,-7.381841294489196,30.362099926597203,31.13632982782668,34.09566414878491,ATL
FF,2025-06-22,97.7,-1.67,6.0,"Alcantara, Sandy",663586,645261,,ball,,,,,11,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,B,,,1,2,2025,-1.18,1.32,-0.6,3.84,,660670.0,621566.0,0,3,Top,,,,,,,5.549000517376339,-142.04564138257777,-3.247711453118268,-17.25939208184098,36.04616469539719,-13.901150280869109,3.53,1.55,,,,96.2,2262,5.7,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.77,,,,,,,,20,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,231,0.0,0.026,,,,-0.026,,0,0,0.401,0.599,29,28,30,28,2,1,6,1,6,1,1.1,1.18,1.18,33.2,,,,,,ATL
