pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2025-07-12,88.1,-1.28,5.05,"Acuña Jr., Ronald",660670,664208,,called_strike,,,,,14,Ronald Acuña Jr. walks.,R,R,R,STL,ATL,S,,,0,0,2025,0.32,0.97,0.91,2.0,,595777.0,,1,8,Top,,,,,,,4.722885200747392,-128.2630769264415,-3.380610022111896,2.5964987511832223,26.537377456885352,-20.94707314284203,3.51,1.61,,,,89.5,2508,7.1,777133,650968,575929,680977,695336,691026,665877,687363,676475,53.39,,,,,,,,59,1,Cutter,5,3,3,5,3,5,3,5,Standard,Standard,202,0.0,-0.036,,,,0.036,,2,-2,0.847,0.153,32,27,32,28,1,3,,,,,1.96,-0.32,-0.32,,,,,,
ST,2025-07-12,85.2,-1.5,5.51,"Acuña Jr., Ronald",660670,607200,home_run,hit_into_play,,,,,5,Ronald Acuña Jr. homers (12) on a fly ball to left center field.,R,R,R,STL,ATL,X,,fly_ball,2,1,2025,1.09,0.53,0.22,2.68,,,,2,1,Top,49.54,66.05,,,,,1.8649914916357768,-124.08647818400507,-1.434316802801082,10.932090107892767,24.518342941781103,-26.581528780665767,3.59,1.61,379.0,108.7,39.0,85.7,2463,6.6,777133,650968,575929,680977,695336,691026,663457,687363,676475,53.94,0.729,1.503,2.0,1.0,0.0,3.0,6.0,3,4,Sweeper,0,0,0,0,1,0,1,0,Standard,Standard,85,-0.104,2.548,83.0,8.1,2.933,-2.548,108.7,0,0,0.537,0.463,32,27,32,28,1,0,,,,,2.6,-1.09,-1.09,,23.1261756055074,-12.2100435415167,32.05696525892943,36.47125009913927,40.741576935149055
FC,2025-07-12,92.3,-1.23,5.71,"Acuña Jr., Ronald",660670,607200,,ball,,,,,14,Ronald Acuña Jr. homers (12) on a fly ball to left center field.,R,R,R,STL,ATL,B,,,1,1,2025,0.18,0.76,1.59,1.58,,,,2,1,Top,,,,,,,6.837267735285236,-134.20555151294585,-6.411592421262829,0.7613731968339079,27.333559096375332,-21.81806689052969,3.6,1.61,,,,93.1,2338,6.7,777133,650968,575929,680977,695336,691026,663457,687363,676475,53.84,,,,,,,,3,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,193,0.0,0.058,,,,-0.058,,0,0,0.537,0.463,32,27,32,28,1,0,,,,,1.91,-0.18,-0.18,,,,,,
SI,2025-07-12,94.8,-1.36,5.75,"Acuña Jr., Ronald",660670,607200,,ball,,,,,2,Ronald Acuña Jr. homers (12) on a fly ball to left center field.,R,R,R,STL,ATL,B,,,0,1,2025,-1.03,0.72,-0.05,3.65,,,,2,1,Top,,,,,,,5.778189518456686,-137.971518321772,-1.4365380055369783,-14.453812487162994,30.50962555241988,-22.905977967747532,3.55,1.61,,,,95.4,2104,6.6,777133,650968,575929,680977,695336,691026,663457,687363,676475,53.89,,,,,,,,3,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,211,0.0,0.029,,,,-0.029,,0,0,0.537,0.463,32,27,32,28,1,0,,,,,1.82,1.03,1.03,,,,,,
SI,2025-07-12,94.9,-1.22,5.58,"Acuña Jr., Ronald",660670,607200,,foul,,,,,5,Ronald Acuña Jr. homers (12) on a fly ball to left center field.,R,R,R,STL,ATL,S,,,0,0,2025,-1.21,0.75,-0.18,2.32,,,,2,1,Top,,,,,,,5.462695640990008,-138.03733369078373,-4.577368266220512,-16.67382154102965,29.976518677907723,-21.741658496379745,3.59,1.61,202.0,67.7,41.0,95.7,2075,6.7,777133,650968,575929,680977,695336,691026,663457,687363,676475,53.8,,,,,,,,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,-0.041,72.8,7.1,,0.041,88.0,0,0,0.537,0.463,32,27,32,28,1,0,,,,,1.78,1.21,1.21,,2.0354090138594336,19.05972080195148,39.99501530260177,33.32725994921692,25.59561189622219
CU,2025-07-12,84.5,-1.29,6.27,"Acuña Jr., Ronald",660670,700669,strikeout,swinging_strike_blocked,,,,,14,Ronald Acuña Jr. strikes out swinging.,R,R,R,STL,ATL,S,2.0,,2,2,2025,-0.12,-1.31,0.45,0.54,,671739.0,621566.0,2,5,Top,,,,,,,4.297313048363089,-122.91352988984028,-4.327263864577911,-2.123791406075302,25.28770306312624,-44.755079631761625,3.59,1.61,,,,84.0,2796,6.1,777133,650968,575929,680977,695336,691026,663457,687363,676475,54.41,,0.0,0.0,1.0,0.0,0.0,,37,5,Curveball,3,3,3,3,3,3,3,3,Standard,Standard,9,0.058,-0.204,63.1,8.3,,0.204,,0,0,0.507,0.493,25,27,25,28,1,2,,,,,4.52,0.12,0.12,,12.407766647995889,17.30612111591965,43.83585498210431,38.666904486324896,30.672415348004527
SL,2025-07-12,88.0,-1.33,6.09,"Acuña Jr., Ronald",660670,700669,,swinging_strike,,,,,2,Ronald Acuña Jr. strikes out swinging.,R,R,R,STL,ATL,S,,,2,1,2025,0.09,0.17,0.12,3.48,,671739.0,621566.0,2,5,Top,,,,,,,3.3583469811271693,-128.3986332410158,-0.7439448204094887,0.4575684500404549,20.815257840806563,-30.291965553081504,3.59,1.61,,,,89.3,2433,6.4,777133,650968,575929,680977,695336,691026,663457,687363,676475,54.06,,,,,,,,37,4,Slider,3,3,3,3,3,3,3,3,Standard,Standard,124,0.0,-0.102,74.1,7.0,,0.102,,0,0,0.507,0.493,25,27,25,28,1,2,,,,,2.71,-0.09,-0.09,,12.156332664702424,16.05626640857674,34.14279398013086,36.30432723223723,23.733833144631777
FF,2025-07-12,95.6,-1.19,6.27,"Acuña Jr., Ronald",660670,700669,,ball,,,,,12,Ronald Acuña Jr. strikes out swinging.,R,R,R,STL,ATL,B,,,1,1,2025,-0.48,1.25,0.4,3.69,,671739.0,621566.0,2,5,Top,,,,,,,5.297560169368007,-139.2008411731719,-4.033964381013854,-7.369274669346677,29.540279711345384,-15.173467087324502,3.55,1.62,,,,96.1,2016,6.4,777133,650968,575929,680977,695336,691026,663457,687363,676475,54.1,,,,,,,,37,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,201,0.0,0.042,,,,-0.042,,0,0,0.507,0.493,25,27,25,28,1,2,,,,,1.23,0.48,0.48,,,,,,
SI,2025-07-12,94.7,-1.31,6.13,"Acuña Jr., Ronald",660670,700669,,ball,,,,,13,Ronald Acuña Jr. strikes out swinging.,R,R,R,STL,ATL,B,,,0,1,2025,-1.07,1.16,-1.24,2.46,,671739.0,621566.0,2,5,Top,,,,,,,2.5870794896632177,-137.76155008426232,-6.523993920516934,-14.192233287698524,30.376057423045005,-16.218362632228857,3.55,1.61,,,,95.0,2023,6.4,777133,650968,575929,680977,695336,691026,663457,687363,676475,54.06,,,,,,,,37,2,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,208,0.0,0.033,,,,-0.033,,0,0,0.507,0.493,25,27,25,28,1,2,,,,,1.39,1.07,1.07,,,,,,
SL,2025-07-12,88.5,-1.25,6.19,"Acuña Jr., Ronald",660670,700669,,foul,,,,,13,Ronald Acuña Jr. strikes out swinging.,R,R,R,STL,ATL,S,,,0,0,2025,0.01,0.07,-0.02,1.42,,671739.0,621566.0,2,5,Top,,,,,,,2.992684849798531,-128.86195168356593,-5.724720513564225,-0.5349079287065464,26.37791596319799,-30.47717824825301,3.59,1.61,,,,88.6,2410,6.3,777133,650968,575929,680977,695336,691026,663457,687363,676475,54.22,,,,,,,,37,1,Slider,3,3,3,3,3,3,3,3,Standard,Standard,99,0.0,-0.048,76.5,7.6,,0.048,,0,0,0.507,0.493,25,27,25,28,1,2,,,,,2.84,-0.01,-0.01,,15.94703477470743,4.177746312179566,43.6987783214068,33.518017129490666,34.50312808298502
